,lead,phase2,phase3,closed
5356,2015-10-01,2015-11-03,2015-11-16,2015-11-16
5357,2015-10-02,2015-11-23,2015-12-03,2015-12-03
5358,2015-10-03,,,
5359,2015-10-04,,,
5360,2015-10-06,,,
5361,2015-10-07,2015-11-06,2015-12-02,2015-12-15
5362,2015-10-08,,,
5363,2015-10-09,2015-11-18,2015-11-19,2015-11-26
5364,2015-10-10,,,
5365,2015-10-11,2015-11-10,2015-12-14,2015-12-14
5366,2015-10-13,2015-12-31,2016-01-17,2016-01-17
5367,2015-10-14,2015-11-22,2015-11-22,2015-11-22
5368,2015-10-16,2015-10-26,2015-11-05,2015-11-05
5369,2015-10-17,,,
5370,2015-10-18,2015-12-06,2015-12-24,2015-12-24
5371,2015-10-19,,,
5372,2015-10-20,,,
5373,2015-10-21,2015-11-13,2015-12-04,2015-12-10
5374,2015-10-22,2015-11-20,2015-11-20,2015-11-20
5375,2015-10-23,2015-11-28,2015-12-20,2015-12-20
5376,2015-10-24,2015-12-20,2015-12-27,2015-12-27
5377,2015-10-25,2015-11-11,2015-11-11,2015-11-11
5378,2015-10-27,2015-12-05,2015-12-05,2015-12-05
5379,2015-10-28,2015-12-23,2016-01-02,2016-01-02
5380,2015-10-29,2015-11-23,2015-12-06,2015-12-25
5381,2015-10-30,,,
5382,2015-11-01,,,
5383,2015-11-02,,,
5384,2015-11-05,2016-01-04,2016-01-18,2016-01-18
5385,2015-11-08,,,
5386,2015-11-10,2015-12-31,2016-02-07,2016-02-07
5387,2015-11-11,,,
5388,2015-11-12,2016-01-04,2016-02-02,2016-02-02
5389,2015-11-13,2015-11-28,2015-12-25,2015-12-25
5390,2015-11-15,2015-12-05,2015-12-29,2015-12-29
5391,2015-11-17,,,
5392,2015-11-18,,,
5393,2015-11-19,2015-12-12,2015-12-31,2015-12-31
5394,2015-11-21,2016-01-11,2016-02-20,2016-02-20
5395,2015-11-22,,,
5396,2015-11-23,,,
5397,2015-11-25,2015-12-30,2016-01-23,2016-02-10
5398,2015-11-26,2016-01-23,2016-02-16,2016-02-16
5399,2015-11-27,2015-12-06,2016-01-07,2016-01-07
5400,2015-11-28,2016-01-05,2016-01-20,2016-02-08
5401,2015-11-29,2016-01-14,2016-01-29,2016-01-29
5402,2015-11-30,2015-12-08,2015-12-08,2015-12-08
5403,2015-12-01,2016-01-13,2016-01-24,2016-01-24
5404,2015-12-02,2015-12-29,2016-01-22,2016-01-30
5405,2015-12-05,2016-02-16,2016-03-11,2016-03-11
5406,2015-12-06,2016-01-07,2016-02-13,2016-02-13
5407,2015-12-07,,,
5408,2015-12-08,,,
5409,2015-12-09,2016-01-12,2016-01-31,2016-01-31
5410,2015-12-11,,,
5411,2015-12-12,2016-02-02,2016-02-23,2016-02-23
5412,2015-12-14,2016-01-20,2016-01-29,2016-01-29
5413,2015-12-16,2016-01-16,2016-02-10,2016-02-10
5414,2015-12-17,,,
5415,2015-12-18,2016-01-11,2016-01-26,2016-01-26
5416,2015-12-19,2016-02-15,2016-03-13,2016-03-13
5417,2015-12-20,2016-01-22,2016-02-05,2016-02-05
5418,2015-12-22,,,
5419,2015-12-23,,,
5420,2015-12-24,2016-02-03,2016-02-03,2016-02-03
5421,2015-12-27,2016-01-12,2016-01-13,2016-01-13
5422,2015-12-28,,,
5423,2015-12-30,2016-02-03,2016-03-10,2016-03-10
5424,2015-12-31,2016-01-21,2016-01-22,2016-02-07
5425,2016-01-02,,,
5426,2016-01-04,2016-01-14,2016-01-24,2016-01-24
5427,2016-01-05,,,
5428,2016-01-07,,,
5429,2016-01-08,2016-03-14,2016-03-19,2016-03-19
5430,2016-01-09,,,
5431,2016-01-10,2016-03-02,2016-03-11,2016-03-27
5432,2016-01-11,,,
5433,2016-01-12,2016-03-06,2016-03-16,2016-03-16
5434,2016-01-13,,,
5435,2016-01-14,2016-02-09,2016-02-20,2016-02-25
5436,2016-01-15,2016-02-15,2016-03-30,2016-03-30
5437,2016-01-16,2016-03-07,2016-03-20,2016-03-20
5438,2016-01-18,,,
5439,2016-01-19,2016-03-04,2016-04-06,2016-04-06
5440,2016-01-20,,,
5441,2016-01-23,2016-02-17,2016-04-04,2016-04-04
5442,2016-01-25,,,
5443,2016-01-26,,,
5444,2016-01-27,,,
5445,2016-01-28,2016-03-06,2016-05-01,2016-05-25
5446,2016-01-29,2016-04-02,2016-04-02,2016-04-02
5447,2016-01-30,2016-02-01,2016-03-08,2016-03-08
5448,2016-02-01,2016-03-05,2016-04-24,2016-04-24
5449,2016-02-02,2016-02-22,2016-03-21,2016-03-21
5450,2016-02-03,,,
5451,2016-02-04,,,
5452,2016-02-05,2016-03-15,2016-04-16,2016-05-08
5453,2016-02-06,2016-03-04,2016-04-06,2016-04-06
5454,2016-02-07,2016-03-11,2016-04-02,2016-04-03
5455,2016-02-09,2016-04-02,2016-04-26,2016-04-26
5456,2016-02-10,2016-03-29,2016-03-29,2016-03-29
5457,2016-02-11,2016-02-29,2016-04-06,2016-04-06
5458,2016-02-13,2016-03-25,2016-03-26,2016-03-26
5459,2016-02-14,2016-03-19,2016-04-07,2016-04-07
5460,2016-02-15,,,
5461,2016-02-16,2016-04-14,2016-05-16,2016-05-16
5462,2016-02-17,,,
5463,2016-02-18,2016-03-16,2016-04-04,2016-04-04
5464,2016-02-19,2016-03-22,2016-03-22,2016-03-22
5465,2016-02-21,2016-03-24,2016-03-24,2016-03-24
5466,2016-02-23,,,
5467,2016-02-24,,,
5468,2016-02-25,2016-02-27,2016-03-20,2016-03-30
5469,2016-02-26,2016-03-20,2016-04-19,2016-04-19
5470,2016-02-27,,,
5471,2016-02-28,2016-03-19,2016-04-02,2016-04-02
5472,2016-02-29,,,
5473,2016-03-01,,,
5474,2016-03-03,,,
5475,2016-03-04,2016-04-04,2016-05-03,2016-05-03
5476,2016-03-05,2016-04-07,2016-05-09,2016-05-09
5477,2016-03-06,,,
5478,2016-03-07,2016-05-01,2016-05-23,2016-06-04
5479,2016-03-09,2016-04-18,2016-05-22,2016-05-22
5480,2016-03-10,2016-04-20,2016-05-19,2016-05-19
5481,2016-03-12,2016-05-10,2016-05-29,2016-05-29
5482,2016-03-13,2016-05-05,2016-06-09,2016-06-09
5483,2016-03-14,2016-04-07,2016-05-03,2016-05-17
5484,2016-03-15,,,
5485,2016-03-17,2016-04-10,2016-04-24,2016-04-24
5486,2016-03-18,,,
5487,2016-03-19,2016-04-03,2016-05-01,2016-05-05
5488,2016-03-20,2016-04-12,2016-05-03,2016-05-26
5489,2016-03-22,,,
5490,2016-03-23,2016-04-18,2016-05-16,2016-05-16
5491,2016-03-24,2016-05-08,,
5492,2016-03-25,2016-04-19,2016-05-11,2016-05-18
5493,2016-03-26,,,
5494,2016-03-27,2016-04-28,2016-04-28,2016-04-28
5495,2016-03-28,,,
5496,2016-03-29,2016-04-14,2016-05-22,2016-05-22
5497,2016-03-30,,,
5498,2016-04-01,2016-05-08,2016-05-26,2016-06-10
5499,2016-04-02,2016-05-06,2016-05-22,2016-05-22
5500,2016-04-04,2016-05-06,2016-05-06,2016-05-06
5501,2016-04-05,2016-04-27,2016-06-14,2016-06-14
5502,2016-04-06,2016-04-26,2016-05-14,2016-05-14
5503,2016-04-07,2016-04-11,2016-04-11,2016-04-11
5504,2016-04-08,2016-06-03,2016-06-11,2016-06-11
5505,2016-04-09,2016-05-18,2016-05-26,2016-05-26
5506,2016-04-10,2016-05-20,,
5507,2016-04-11,2016-05-22,,
5508,2016-04-12,2016-05-31,,
5509,2016-04-13,2016-04-30,2016-06-01,2016-06-06
5510,2016-04-14,,,
5511,2016-04-15,2016-05-13,2016-06-03,2016-06-04
5512,2016-04-19,2016-05-28,2016-06-04,2016-06-04
5513,2016-04-20,,,
5514,2016-04-21,2016-04-22,2016-04-22,2016-04-22
5515,2016-04-22,2016-05-10,2016-05-10,2016-05-10
5516,2016-04-23,,,
5517,2016-04-25,2016-05-28,2016-06-08,2016-06-08
5518,2016-04-26,2016-06-12,,
5519,2016-04-27,2016-06-01,,
5520,2016-04-28,2016-05-25,,
5521,2016-04-30,2016-06-10,,
5522,2016-05-01,,,
5523,2016-05-02,2016-06-02,,
5524,2016-05-03,,,
5525,2016-05-05,2016-05-06,2016-05-06,2016-05-06
5526,2016-05-06,2016-05-18,,
5527,2016-05-08,,,
5528,2016-05-13,,,
5529,2016-05-14,,,
5530,2016-05-15,,,
5531,2016-05-16,,,
5532,2016-05-17,2016-06-07,,
5533,2016-05-18,,,
5534,2016-05-19,,,
5535,2016-05-20,2016-06-08,,
5536,2016-05-21,2016-06-13,,
5537,2016-05-22,,,
5538,2016-05-23,,,
5539,2016-05-24,2016-05-26,,
5540,2016-05-25,,,
5541,2016-05-26,2016-06-14,,
5542,2016-05-29,,,
5543,2016-05-30,,,
5544,2016-05-31,,,
5545,2016-06-01,,,
5546,2016-06-03,,,
5547,2016-06-04,,,
5548,2016-06-05,,,
5549,2016-06-06,,,
5550,2016-06-07,,,
5551,2016-06-08,,,
5552,2016-06-09,,,
5553,2016-06-10,,,
5554,2016-06-11,,,
5555,2016-06-12,,,
5556,2016-06-13,,,
5557,2016-06-14,,,
5558,2016-06-15,,,
5559,2015-06-17,2015-07-15,2015-08-18,2015-08-30
5560,2015-06-18,2015-08-13,2015-08-29,2015-09-10
5561,2015-06-19,2015-08-07,2015-09-18,2015-09-18
5562,2015-06-20,,,
5563,2015-06-21,2015-07-28,2015-08-12,2015-08-12
5564,2015-06-22,2015-07-29,2015-07-29,2015-07-29
5565,2015-06-25,2015-07-28,2015-07-29,2015-07-29
5566,2015-06-27,2015-08-22,2015-08-22,2015-08-22
5567,2015-06-29,2015-07-26,2015-08-08,2015-08-08
5568,2015-06-30,2015-08-22,2015-08-22,2015-08-22
5569,2015-07-01,,,
5570,2015-07-02,2015-08-22,2015-09-04,2015-09-24
5571,2015-07-03,2015-08-27,2015-08-27,2015-08-27
5572,2015-07-04,2015-08-18,2015-08-18,2015-08-18
5573,2015-07-05,2015-08-05,2015-09-05,2015-09-05
5574,2015-07-06,2015-09-08,2015-09-08,2015-09-08
5575,2015-07-07,2015-08-26,2015-09-21,2015-09-21
5576,2015-07-08,2015-08-02,2015-08-16,2015-08-16
5577,2015-07-10,2015-08-14,2015-09-06,2015-09-26
5578,2015-07-11,2015-08-24,2015-08-25,2015-08-25
5579,2015-07-12,,,
5580,2015-07-13,,,
5581,2015-07-16,2015-08-18,2015-08-19,2015-09-03
5582,2015-07-17,,,
5583,2015-07-18,,,
5584,2015-07-19,2015-08-18,2015-08-18,2015-08-18
5585,2015-07-20,,,
5586,2015-07-21,2015-08-30,2015-08-30,2015-08-30
5587,2015-07-23,2015-09-11,2015-10-05,2015-10-13
5588,2015-07-24,2015-09-22,2015-10-04,2015-10-04
5589,2015-07-25,2015-09-06,2015-10-06,2015-10-20
5590,2015-07-26,2015-09-04,2015-09-13,2015-09-13
5591,2015-07-27,,,
5592,2015-07-28,,,
5593,2015-07-30,,,
5594,2015-07-31,,,
5595,2015-08-04,,,
5596,2015-08-07,2015-09-10,2015-09-11,2015-09-11
5597,2015-08-08,2015-09-04,2015-10-09,2015-10-09
5598,2015-08-09,,,
5599,2015-08-10,2015-10-03,2015-10-03,2015-10-03
5600,2015-08-12,2015-09-03,2015-09-03,2015-09-03
5601,2015-08-13,2015-09-17,2015-10-20,2015-10-20
5602,2015-08-14,,,
5603,2015-08-15,2015-09-22,2015-09-22,2015-09-22
5604,2015-08-16,2015-10-09,2015-10-25,2015-10-25
5605,2015-08-17,2015-10-02,2015-10-15,2015-10-15
5606,2015-08-18,,,
5607,2015-08-19,2015-09-19,2015-10-04,2015-10-05
5608,2015-08-20,2015-11-02,2015-11-23,2015-11-23
5609,2015-08-21,,,
5610,2015-08-25,2015-09-25,2015-10-21,2015-11-07
5611,2015-08-27,2015-10-02,2015-10-02,2015-10-02
5612,2015-08-30,2015-10-15,2015-10-18,2015-11-05
5613,2015-08-31,2015-09-25,2015-10-17,2015-10-17
5614,2015-09-01,2015-10-08,2015-10-23,2015-10-23
5615,2015-09-03,2015-10-19,2015-11-11,2015-11-20
5616,2015-09-04,2015-10-18,2015-10-18,2015-10-18
5617,2015-09-05,2015-10-06,2015-11-01,2015-11-01
5618,2015-09-08,2015-10-01,2015-10-20,2015-10-20
5619,2015-09-09,2015-10-16,2015-10-25,2015-10-31
5620,2015-09-10,2015-09-29,2015-09-29,2015-09-29
5621,2015-09-11,,,
5622,2015-09-12,2015-11-11,2015-11-12,2015-11-24
5623,2015-09-14,2015-11-10,2015-11-14,2015-11-14
5624,2015-09-15,,,
5625,2015-09-16,2015-10-12,2015-10-12,2015-10-12
5626,2015-09-17,2015-10-30,2015-11-30,2015-12-18
5627,2015-09-18,2015-09-30,2015-10-14,2015-10-14
5628,2015-09-19,2015-10-09,2015-11-03,2015-11-03
5629,2015-09-20,,,
5630,2015-09-22,,,
5631,2015-09-23,2015-10-24,2015-11-22,2015-11-22
5632,2015-09-24,2015-11-01,2015-11-15,2015-11-27
5633,2015-09-25,,,
5634,2015-09-26,2015-10-27,2015-11-15,2015-12-02
5635,2015-09-27,,,
5636,2015-09-28,,,
5637,2015-09-29,2015-12-07,2015-12-07,2015-12-07
5638,2015-09-30,,,
5639,2015-10-01,,,
5640,2015-10-02,,,
5641,2015-10-03,,,
5642,2015-10-05,,,
5643,2015-10-06,,,
5644,2015-10-08,,,
5645,2015-10-09,,,
5646,2015-10-11,2015-11-15,2015-12-04,2015-12-09
5647,2015-10-12,,,
5648,2015-10-13,2015-12-02,2015-12-26,2016-01-15
5649,2015-10-14,2015-10-21,2015-11-10,2015-11-10
5650,2015-10-15,2015-12-13,2016-01-11,2016-01-19
5651,2015-10-16,,,
5652,2015-10-17,2015-11-22,2015-12-11,2015-12-22
5653,2015-10-18,2015-11-11,2015-12-10,2015-12-13
5654,2015-10-20,2015-12-31,2016-01-16,2016-01-16
5655,2015-10-21,2015-11-27,2016-01-01,2016-01-01
5656,2015-10-22,,,
5657,2015-10-23,2015-11-28,2015-12-25,2016-01-09
5658,2015-10-24,2015-12-03,2016-01-04,2016-01-04
5659,2015-10-25,2015-11-20,2015-12-20,2016-01-15
5660,2015-10-26,2015-12-05,2015-12-23,2015-12-29
5661,2015-10-27,,,
5662,2015-10-28,,,
5663,2015-10-29,,,
5664,2015-10-30,2015-12-26,2016-01-27,2016-01-27
5665,2015-11-01,,,
5666,2015-11-02,2015-11-21,2015-11-21,2015-11-21
5667,2015-11-03,,,
5668,2015-11-04,2015-11-30,2015-12-21,2016-01-07
5669,2015-11-06,,,
5670,2015-11-07,,,
5671,2015-11-08,2015-11-27,2015-12-29,2015-12-29
5672,2015-11-10,2015-11-20,2015-12-17,2015-12-17
5673,2015-11-11,2015-12-10,2015-12-24,2016-01-01
5674,2015-11-12,2015-12-23,2016-01-22,2016-01-22
5675,2015-11-14,,,
5676,2015-11-15,2015-12-18,2016-01-12,2016-01-30
5677,2015-11-16,2015-11-27,2015-11-30,2015-11-30
5678,2015-11-17,2015-12-18,2015-12-29,2015-12-29
5679,2015-11-18,2015-11-28,2015-12-08,2015-12-28
5680,2015-11-19,,,
5681,2015-11-20,,,
5682,2015-11-21,2016-01-23,2016-02-14,2016-02-14
5683,2015-11-22,,,
5684,2015-11-23,2015-12-30,2016-01-04,2016-01-20
5685,2015-11-24,2015-12-22,2015-12-30,2015-12-30
5686,2015-11-25,2016-01-10,2016-01-10,2016-01-10
5687,2015-11-26,,,
5688,2015-11-27,,,
5689,2015-11-28,2016-01-18,2016-02-04,2016-02-23
5690,2015-11-29,,,
5691,2015-11-30,2015-12-10,2015-12-16,2015-12-16
5692,2015-12-01,,,
5693,2015-12-02,2016-01-31,2016-02-09,2016-02-09
5694,2015-12-04,,,
5695,2015-12-05,2016-01-15,2016-01-15,2016-01-15
5696,2015-12-06,,,
5697,2015-12-09,2016-01-26,2016-01-26,2016-01-26
5698,2015-12-10,,,
5699,2015-12-11,2016-01-14,2016-02-05,2016-02-06
5700,2015-12-13,,,
5701,2015-12-15,,,
5702,2015-12-17,2016-01-23,2016-01-23,2016-01-23
5703,2015-12-18,2016-01-26,2016-03-08,2016-03-09
5704,2015-12-19,,,
5705,2015-12-20,,,
5706,2015-12-23,,,
5707,2015-12-25,,,
5708,2015-12-27,2016-01-10,2016-01-30,2016-01-31
5709,2015-12-28,2016-02-01,2016-02-29,2016-03-01
5710,2015-12-29,,,
5711,2015-12-30,2016-01-23,2016-02-07,2016-02-07
5712,2015-12-31,2016-02-22,2016-03-20,2016-04-01
5713,2016-01-01,2016-02-19,2016-03-18,2016-03-28
5714,2016-01-02,2016-01-15,2016-01-15,2016-01-15
5715,2016-01-03,,,
5716,2016-01-04,2016-01-25,2016-01-31,2016-02-21
5717,2016-01-05,,,
5718,2016-01-06,2016-02-23,2016-02-23,2016-02-23
5719,2016-01-07,,,
5720,2016-01-08,,,
5721,2016-01-10,,,
5722,2016-01-11,2016-02-17,2016-03-07,2016-03-16
5723,2016-01-12,,,
5724,2016-01-13,2016-02-14,2016-03-10,2016-03-10
5725,2016-01-15,,,
5726,2016-01-16,,,
5727,2016-01-17,,,
5728,2016-01-18,,,
5729,2016-01-19,,,
5730,2016-01-21,,,
5731,2016-01-22,2016-03-28,2016-05-01,2016-05-15
5732,2016-01-23,2016-03-13,2016-04-10,2016-04-10
5733,2016-01-24,,,
5734,2016-01-26,2016-02-14,2016-02-14,2016-02-14
5735,2016-01-29,2016-03-16,2016-04-10,2016-05-04
5736,2016-01-30,,,
5737,2016-01-31,2016-03-10,2016-04-09,2016-04-09
5738,2016-02-01,,,
5739,2016-02-02,2016-03-23,2016-03-23,2016-03-30
5740,2016-02-03,,,
5741,2016-02-04,2016-03-22,2016-03-30,2016-04-18
5742,2016-02-05,,,
5743,2016-02-06,2016-03-23,2016-04-13,2016-04-18
5744,2016-02-08,,,
5745,2016-02-10,,,
5746,2016-02-12,2016-04-03,2016-04-29,2016-04-29
5747,2016-02-13,2016-04-04,2016-04-22,2016-04-22
5748,2016-02-14,2016-04-02,2016-05-08,2016-05-23
5749,2016-02-16,2016-03-18,2016-04-05,2016-04-05
5750,2016-02-17,2016-03-31,2016-05-05,2016-06-08
5751,2016-02-18,2016-03-28,2016-03-28,2016-03-28
5752,2016-02-19,2016-04-29,2016-06-10,2016-06-10
5753,2016-02-20,2016-03-21,2016-04-07,2016-04-19
5754,2016-02-21,2016-03-15,2016-04-07,2016-04-13
5755,2016-02-22,2016-02-28,2016-03-19,2016-03-19
5756,2016-02-23,,,
5757,2016-02-24,,,
5758,2016-02-25,2016-04-22,2016-05-20,2016-05-20
5759,2016-02-26,,,
5760,2016-02-27,2016-04-07,2016-05-15,2016-05-31
5761,2016-02-28,2016-05-07,,
5762,2016-03-01,2016-04-13,2016-05-02,2016-05-18
5763,2016-03-03,,,
5764,2016-03-04,2016-04-05,2016-05-01,2016-05-01
5765,2016-03-06,2016-04-13,2016-04-30,2016-04-30
5766,2016-03-07,,,
5767,2016-03-08,2016-03-22,2016-04-12,2016-04-28
5768,2016-03-10,2016-03-25,2016-03-25,2016-03-25
5769,2016-03-12,2016-03-30,2016-04-23,2016-04-23
5770,2016-03-13,2016-04-08,2016-06-01,2016-06-01
5771,2016-03-14,2016-04-16,2016-05-31,2016-05-31
5772,2016-03-15,2016-04-15,2016-04-15,2016-04-15
5773,2016-03-16,2016-04-17,2016-04-17,2016-04-17
5774,2016-03-17,2016-03-25,2016-04-09,2016-04-09
5775,2016-03-18,2016-04-22,2016-05-22,2016-05-22
5776,2016-03-19,2016-04-19,2016-05-16,2016-05-22
5777,2016-03-20,2016-05-06,2016-05-19,2016-05-19
5778,2016-03-21,2016-04-23,2016-05-28,2016-06-13
5779,2016-03-22,2016-05-07,2016-06-10,2016-06-10
5780,2016-03-23,,,
5781,2016-03-25,2016-04-09,2016-04-26,2016-05-08
5782,2016-03-26,,,
5783,2016-03-27,2016-05-02,2016-05-18,2016-05-30
5784,2016-03-29,,,
5785,2016-03-30,2016-04-20,2016-05-26,2016-05-26
5786,2016-03-31,,,
5787,2016-04-01,2016-04-12,2016-04-12,2016-04-12
5788,2016-04-02,,,
5789,2016-04-03,2016-05-03,,
5790,2016-04-04,2016-04-11,2016-05-14,2016-05-31
5791,2016-04-05,,,
5792,2016-04-06,2016-05-01,2016-05-22,2016-05-28
5793,2016-04-07,,,
5794,2016-04-08,2016-04-27,2016-06-03,2016-06-03
5795,2016-04-09,,,
5796,2016-04-11,2016-05-08,2016-06-06,2016-06-06
5797,2016-04-12,,,
5798,2016-04-14,,,
5799,2016-04-15,2016-05-18,2016-06-15,2016-06-15
5800,2016-04-17,,,
5801,2016-04-18,2016-05-23,,
5802,2016-04-19,2016-05-15,2016-05-15,2016-05-15
5803,2016-04-20,2016-06-12,,
5804,2016-04-22,,,
5805,2016-04-23,2016-06-09,,
5806,2016-04-24,2016-06-02,,
5807,2016-04-25,2016-05-24,2016-05-31,2016-06-11
5808,2016-04-26,,,
5809,2016-04-27,2016-06-01,2016-06-14,2016-06-14
5810,2016-04-28,2016-05-11,2016-06-11,2016-06-11
5811,2016-04-29,,,
5812,2016-04-30,2016-06-10,,
5813,2016-05-02,,,
5814,2016-05-04,2016-06-03,,
5815,2016-05-05,,,
5816,2016-05-06,2016-06-15,,
5817,2016-05-07,2016-06-05,,
5818,2016-05-08,2016-05-27,,
5819,2016-05-09,,,
5820,2016-05-10,,,
5821,2016-05-11,,,
5822,2016-05-12,2016-05-28,,
5823,2016-05-13,,,
5824,2016-05-14,,,
5825,2016-05-15,2016-05-31,2016-05-31,2016-05-31
5826,2016-05-16,,,
5827,2016-05-18,2016-06-13,,
5828,2016-05-19,,,
5829,2016-05-21,,,
5830,2016-05-22,2016-06-03,,
5831,2016-05-23,,,
5832,2016-05-24,,,
5833,2016-05-25,,,
5834,2016-05-26,,,
5835,2016-05-27,,,
5836,2016-05-28,2016-06-02,2016-06-14,
5837,2016-05-30,,,
5838,2016-05-31,,,
5839,2016-06-01,2016-06-15,,
5840,2016-06-02,,,
5841,2016-06-03,,,
5842,2016-06-04,,,
5843,2016-06-05,,,
5844,2016-06-06,,,
5845,2016-06-07,2016-06-10,,
5846,2016-06-08,,,
5847,2016-06-09,,,
5848,2016-06-12,,,
5849,2016-06-13,,,
5850,2016-06-14,,,
5851,2016-06-15,,,
5852,2015-08-17,2015-09-27,2015-09-27,2015-09-27
5853,2015-08-18,2015-09-15,2015-09-15,2015-09-15
5854,2015-08-19,2015-10-14,2015-10-24,2015-10-24
5855,2015-08-22,2015-09-09,2015-10-23,2015-10-23
5856,2015-08-23,2015-09-22,2015-09-22,2015-09-22
5857,2015-08-24,2015-10-05,2015-10-28,2015-11-10
5858,2015-08-26,2015-10-10,2015-11-12,2015-11-12
5859,2015-08-27,2015-09-28,2015-09-28,2015-09-28
5860,2015-08-28,2015-10-14,2015-11-03,2015-11-03
5861,2015-08-30,,,
5862,2015-08-31,2015-10-01,2015-10-16,2015-11-04
5863,2015-09-03,2015-10-12,2015-10-12,2015-10-12
5864,2015-09-05,2015-09-06,2015-09-11,2015-09-11
5865,2015-09-06,,,
5866,2015-09-08,2015-10-08,2015-11-09,2015-11-18
5867,2015-09-09,2015-10-26,2015-11-19,2015-12-03
5868,2015-09-10,2015-10-24,2015-10-24,2015-10-24
5869,2015-09-11,2015-10-20,2015-11-19,2015-11-19
5870,2015-09-12,2015-10-26,2015-11-22,2015-11-22
5871,2015-09-13,,,
5872,2015-09-16,2015-11-04,2015-11-04,2015-11-04
5873,2015-09-17,2015-10-29,2015-11-12,2015-11-28
5874,2015-09-18,2015-10-31,2015-11-10,2015-11-10
5875,2015-09-19,,,
5876,2015-09-20,2015-10-13,2015-10-31,2015-10-31
5877,2015-09-21,2015-11-02,2015-11-20,2015-11-20
5878,2015-09-22,,,
5879,2015-09-24,2015-10-15,2015-10-27,2015-11-06
5880,2015-09-25,2015-10-28,2015-11-20,2015-11-20
5881,2015-09-26,2015-11-15,2015-12-22,2015-12-22
5882,2015-09-27,2015-11-07,2015-11-15,2015-11-15
5883,2015-09-28,,,
5884,2015-09-29,2015-10-21,2015-10-26,2015-10-31
5885,2015-09-30,2015-11-18,2015-12-03,2015-12-03
5886,2015-10-02,2015-11-25,2016-01-05,2016-01-05
5887,2015-10-03,2015-11-27,2015-12-22,2015-12-25
5888,2015-10-04,,,
5889,2015-10-05,2015-11-06,2015-12-08,2015-12-08
5890,2015-10-06,,,
5891,2015-10-07,2015-11-21,2015-11-29,2015-11-29
5892,2015-10-08,2015-11-02,2015-11-11,2015-11-22
5893,2015-10-09,2015-11-06,2015-11-30,2015-12-07
5894,2015-10-12,,,
5895,2015-10-13,,,
5896,2015-10-14,2015-11-07,2015-12-10,2015-12-10
5897,2015-10-15,2015-12-01,2015-12-19,2016-01-09
5898,2015-10-16,,,
5899,2015-10-17,2015-11-21,2015-11-21,2015-11-21
5900,2015-10-18,,,
5901,2015-10-19,2015-11-27,2015-12-27,2015-12-27
5902,2015-10-20,,,
5903,2015-10-21,2015-12-11,2015-12-16,2015-12-17
5904,2015-10-22,2015-11-05,2015-11-26,2015-11-26
5905,2015-10-23,,,
5906,2015-10-25,,,
5907,2015-10-26,2015-11-06,2015-12-09,2016-01-06
5908,2015-10-27,,,
5909,2015-10-29,2015-11-20,2015-12-14,2016-01-07
5910,2015-10-30,2015-12-27,2016-01-19,2016-01-19
5911,2015-10-31,2015-11-30,2015-12-19,2015-12-19
5912,2015-11-01,2015-12-30,2016-01-24,2016-01-24
5913,2015-11-02,,,
5914,2015-11-04,2015-12-05,2015-12-28,2016-01-05
5915,2015-11-05,2016-01-06,2016-01-12,2016-01-20
5916,2015-11-06,2015-12-15,2015-12-28,2016-01-06
5917,2015-11-07,2015-12-18,2016-01-20,2016-01-20
5918,2015-11-08,2015-12-05,2016-01-03,2016-01-03
5919,2015-11-09,2015-12-25,2016-02-02,2016-02-02
5920,2015-11-10,2015-12-14,2015-12-26,2016-01-17
5921,2015-11-11,2015-12-01,2015-12-13,2015-12-13
5922,2015-11-12,2015-12-06,2015-12-31,2016-01-01
5923,2015-11-13,,,
5924,2015-11-15,2015-12-24,2015-12-25,2015-12-25
5925,2015-11-16,,,
5926,2015-11-17,2016-01-03,2016-01-20,2016-01-20
5927,2015-11-21,2015-12-14,2016-01-15,2016-01-15
5928,2015-11-24,2015-12-17,2015-12-17,2015-12-17
5929,2015-11-25,2016-01-10,2016-01-30,2016-02-09
5930,2015-11-26,2016-01-20,2016-01-20,2016-01-20
5931,2015-11-27,2015-12-27,2016-01-06,2016-01-06
5932,2015-11-29,2016-01-11,2016-02-02,2016-02-19
5933,2015-11-30,,,
5934,2015-12-01,,,
5935,2015-12-02,2015-12-18,2015-12-18,2015-12-18
5936,2015-12-03,2015-12-13,2015-12-28,2016-01-11
5937,2015-12-04,2016-02-15,2016-03-19,2016-03-19
5938,2015-12-05,2016-01-08,2016-01-26,2016-01-26
5939,2015-12-06,2015-12-12,2016-01-02,2016-01-02
5940,2015-12-07,2016-01-06,2016-01-06,2016-01-06
5941,2015-12-08,2016-01-14,2016-01-28,2016-01-28
5942,2015-12-10,2016-01-10,2016-01-22,2016-01-22
5943,2015-12-11,,,
5944,2015-12-12,2016-01-03,2016-01-13,2016-01-13
5945,2015-12-13,2016-01-22,2016-02-18,2016-02-18
5946,2015-12-14,2016-02-03,2016-02-12,2016-02-12
5947,2015-12-15,2016-01-20,2016-01-20,2016-01-20
5948,2015-12-17,,,
5949,2015-12-19,2016-01-17,2016-02-21,2016-02-21
5950,2015-12-20,2016-01-29,2016-02-11,2016-02-11
5951,2015-12-21,2016-01-14,2016-02-03,2016-02-25
5952,2015-12-22,,,
5953,2015-12-24,,,
5954,2015-12-25,2016-02-25,2016-02-28,2016-02-28
